:ID,PKG_NAME,PAGE_RANK,:LABEL
luarocks0,30log,2.0000000000000226,luarocks
luarocks1,3rd-party-oauth,2.0000000000000226,luarocks
luarocks2,abelhas,2.0000000000000226,luarocks
luarocks3,ab-microsensor,2.0000000000000226,luarocks
luarocks4,AbsTK,2.0000000000000226,luarocks
luarocks5,accessor,2.0000000000000226,luarocks
luarocks6,access-token-introspection,2.0000000000000226,luarocks
luarocks7,AC-ClientOutput,2.0000000000000226,luarocks
luarocks8,AC-LuaServer,2.0000000000000226,luarocks
luarocks9,act,2.0000000000000226,luarocks
luarocks10,ActiveLua-LearningTool,2.0000000000000226,luarocks
luarocks11,adal-lua,2.0000000000000226,luarocks
luarocks12,add,2.0000000000000226,luarocks
luarocks13,ads1015,2.0000000000000226,luarocks
luarocks14,adscaptcha,2.0000000000000226,luarocks
luarocks15,adt.lua,2.0000000000000226,luarocks
luarocks16,adxl345,2.0000000000000226,luarocks
luarocks17,aes_everywhere,2.0000000000000226,luarocks
luarocks18,AesFileEncrypt,2.0000000000000226,luarocks
luarocks19,ai,2.0000000000000226,luarocks
luarocks20,aka,2.0000000000000226,luarocks
luarocks21,alfons,2.0000000000000226,luarocks
luarocks22,Alien,2.0000000000000226,luarocks
luarocks23,alive,2.0000000000000226,luarocks
luarocks24,allonet,2.0000000000000226,luarocks
luarocks25,alnbox,2.0000000000000226,luarocks
luarocks26,altdoc,2.0000000000000226,luarocks
luarocks27,alt-getopt,2.0000000000000226,luarocks
luarocks28,amalg,2.0000000000000226,luarocks
luarocks29,amalg-redis,2.0000000000000226,luarocks
luarocks30,amqp,2.0000000000000226,luarocks
luarocks31,amqp-client,2.0000000000000226,luarocks
luarocks32,amqp-client-rpc,2.0000000000000226,luarocks
luarocks33,annotate,2.0000000000000226,luarocks
luarocks34,annoy,2.0000000000000226,luarocks
luarocks35,ansicolors,2.0000000000000226,luarocks
luarocks36,ansikit,2.0000000000000226,luarocks
luarocks37,ao,2.0000000000000226,luarocks
luarocks38,api7-dkjson,2.0000000000000226,luarocks
luarocks39,api7-lua-protobuf,2.0000000000000226,luarocks
luarocks40,api7-lua-resty-http,2.0000000000000226,luarocks
luarocks41,api7-lua-resty-jwt,2.0000000000000226,luarocks
luarocks42,api7-lua-tinyyaml,2.0000000000000226,luarocks
luarocks43,api7-snowflake,2.0000000000000226,luarocks
luarocks44,APIcast,2.0000000000000226,luarocks
luarocks45,apicast-cli,2.0000000000000226,luarocks
luarocks46,apidemo,2.0000000000000226,luarocks
luarocks47,api-gateway-request-validation,2.0000000000000226,luarocks
luarocks48,APIOAK,2.0000000000000226,luarocks
luarocks49,Apache APISIX,2.0000000000000226,luarocks
luarocks50,app_scheduler,2.0000000000000226,luarocks
luarocks51,arc4random,2.0000000000000226,luarocks
luarocks52,argcheck,2.0000000000000226,luarocks
luarocks53,argmatcher,2.0000000000000226,luarocks
luarocks54,argon2,2.0000000000000226,luarocks
luarocks55,argon2-ffi,2.0000000000000226,luarocks
luarocks56,argparse,2.0000000000000226,luarocks
luarocks57,argv,2.0000000000000226,luarocks
luarocks58,ArluqTools,2.0000000000000226,luarocks
luarocks59,array,2.0000000000000226,luarocks
luarocks60,arrr,2.0000000000000226,luarocks
luarocks61,AskLua,2.0000000000000226,luarocks
luarocks62,aspect,2.0000000000000226,luarocks
luarocks63,assert,2.0000000000000226,luarocks
luarocks64,assertex,2.0000000000000226,luarocks
luarocks65,astar,2.0000000000000226,luarocks
luarocks66,async,2.0000000000000226,luarocks
luarocks67,async-framework,2.0000000000000226,luarocks
luarocks68,asyncio,2.0000000000000226,luarocks
luarocks69,async.lua,2.0000000000000226,luarocks
luarocks70,async-utils,2.0000000000000226,luarocks
luarocks71,atentu,2.0000000000000226,luarocks
luarocks72,atlas,2.0000000000000226,luarocks
luarocks73,atomas,2.0000000000000226,luarocks
luarocks74,au,2.0000000000000226,luarocks
luarocks75,audiodataload,2.0000000000000226,luarocks
luarocks76,Aurora,2.0000000000000226,luarocks
luarocks77,auth0-nginx,2.0000000000000226,luarocks
luarocks78,auth-plugin-configr,2.0000000000000226,luarocks
luarocks79,authy-lua,2.0000000000000226,luarocks
luarocks80,autoblock,2.0000000000000226,luarocks
luarocks81,autohydraz,2.0000000000000226,luarocks
luarocks82,avro,2.0000000000000226,luarocks
luarocks83,away,2.0000000000000226,luarocks
luarocks84,away-dataqueue,2.0000000000000226,luarocks
luarocks85,away-luv,2.0000000000000226,luarocks
luarocks86,awesome-autostart,2.0000000000000226,luarocks
luarocks87,awesome-dovetail,2.0000000000000226,luarocks
luarocks88,awesome-ez,2.0000000000000226,luarocks
luarocks89,awesome-freedesktop,2.0000000000000226,luarocks
luarocks90,awesome-launch,2.0000000000000226,luarocks
luarocks91,awesome-pulseaudio-widget,2.0000000000000226,luarocks
luarocks92,awesome-viewport,2.0000000000000226,luarocks
luarocks93,awesomewm-autostart,2.0000000000000226,luarocks
luarocks94,awestore,2.0000000000000226,luarocks
luarocks95,babel,2.0000000000000226,luarocks
luarocks96,backup,2.0000000000000226,luarocks
luarocks97,balance-tree,2.0000000000000226,luarocks
luarocks98,base,2.0000000000000226,luarocks
luarocks99,base2base,2.0000000000000226,luarocks
luarocks100,base45,2.0000000000000226,luarocks
luarocks101,base58,2.0000000000000226,luarocks
luarocks102,base64,2.0000000000000226,luarocks
luarocks103,base64mix,2.0000000000000226,luarocks
luarocks104,based,2.0000000000000226,luarocks
luarocks105,basedir,2.0000000000000226,luarocks
luarocks106,basename,2.0000000000000226,luarocks
luarocks107,basexx,2.0000000000000226,luarocks
luarocks108,basic-auth,2.0000000000000226,luarocks
luarocks109,basics,2.0000000000000226,luarocks
luarocks110,Battery Status,2.0000000000000226,luarocks
luarocks111,bawesome,2.0000000000000226,luarocks
luarocks112,BBCode,2.0000000000000226,luarocks
luarocks113,bcrypt,2.0000000000000226,luarocks
luarocks114,bcrypt-ffi,2.0000000000000226,luarocks
luarocks115,beemovie,2.0000000000000226,luarocks
luarocks116,benchmarker,2.0000000000000226,luarocks
luarocks117,benchmark-ips,2.0000000000000226,luarocks
luarocks118,bencode,2.0000000000000226,luarocks
luarocks119,ber,2.0000000000000226,luarocks
luarocks120,bgcrypto-aes,2.0000000000000226,luarocks
luarocks121,bgcrypto-hmac,2.0000000000000226,luarocks
luarocks122,bgcrypto-lmd5,2.0000000000000226,luarocks
luarocks123,bgcrypto-pbkdf2,2.0000000000000226,luarocks
luarocks124,bgcrypto-sha,2.0000000000000226,luarocks
luarocks125,bhttp,2.0000000000000226,luarocks
luarocks126,bigint,2.0000000000000226,luarocks
luarocks127,bin,2.0000000000000226,luarocks
luarocks128,binaryheap,2.0000000000000226,luarocks
luarocks129,binarystream,2.0000000000000226,luarocks
luarocks130,binser,2.0000000000000226,luarocks
luarocks131,bint,2.0000000000000226,luarocks
luarocks132,BioLua,2.0000000000000226,luarocks
luarocks133,bit,2.0000000000000226,luarocks
luarocks134,bit32,2.0000000000000226,luarocks
luarocks135,bitarray,2.0000000000000226,luarocks
luarocks136,bitcoin,2.0000000000000226,luarocks
luarocks137,Bitfield,2.0000000000000226,luarocks
luarocks138,bitlib,2.0000000000000226,luarocks
luarocks139,bitness,2.0000000000000226,luarocks
luarocks140,bitop-lua,2.0000000000000226,luarocks
